N,P,K,temperature,humidity,ph,rainfall,soil_type,state,season,crop
256.97,24.38,133.09,28.73,56.93,7.71,814.94,Black,Andhra Pradesh,Rabi,Tobacco
136.67,12.56,72.86,21.98,70.6,5.88,1852.61,Laterite,Maharashtra,Kharif,Coffee
133.88,15.65,138.28,29.78,60.08,6.92,1161.0,Red,Andhra Pradesh,Kharif,Chilli
200.28,20.27,202.57,5.76,72.33,7.46,870.35,Clay,Punjab,Kharif,Sugarcane
120.55,10.85,220.31,41.08,36.78,7.84,714.32,Alluvial,Punjab,Zaid,Potato
49.35,4.58,40.92,24.86,80.88,6.42,1130.88,Red,Andhra Pradesh,Rabi,Chilli
112.61,10.85,245.55,31.14,66.44,7.6,968.72,Alluvial,Telangana,Kharif,Sugarcane
116.62,10.05,77.52,36.86,55.93,5.89,918.75,Laterite,Andhra Pradesh,Rabi,Tobacco
89.16,10.69,98.87,28.38,57.31,5.06,1509.65,Laterite,Odisha,Zaid,Banana
83.81,30.73,281.7,22.71,88.93,6.44,1645.69,Red,Odisha,Rabi,Groundnut
119.83,10.93,193.51,37.18,76.37,7.59,865.73,Black,Andhra Pradesh,Zaid,Potato
82.84,10.07,117.59,23.97,74.53,5.35,712.99,Laterite,Karnataka,Kharif,Ragi
88.35,13.09,130.73,38.73,46.91,6.48,2381.7,Laterite,Maharashtra,Zaid,Banana
157.87,3.68,121.35,14.28,60.73,5.81,2367.75,Laterite,West Bengal,Zaid,Potato
269.56,26.32,261.03,36.96,64.2,6.99,1471.06,Alluvial,Madhya Pradesh,Kharif,Sugarcane
298.51,32.61,141.17,15.99,64.7,8.26,901.32,Black,Gujarat,Zaid,Potato
148.37,22.61,102.59,34.72,70.78,5.77,985.1,Laterite,Andhra Pradesh,Rabi,Tobacco
116.2,5.95,73.37,22.46,80.66,5.46,1602.56,Laterite,Odisha,Kharif,Coffee
34.93,3.42,40.08,25.56,42.77,5.91,810.04,Laterite,Madhya Pradesh,Rabi,Groundnut
237.57,19.28,177.15,13.3,39.51,7.21,619.28,Clay,Punjab,Zaid,Potato
122.99,32.35,282.5,32.05,71.87,7.05,3465.04,Alluvial,Karnataka,Rabi,Chilli
178.94,4.45,54.16,14.24,84.13,6.48,1897.31,Laterite,Assam,Rabi,Potato
111.31,43.81,97.11,39.91,66.38,7.16,1046.34,Alluvial,Bihar,Rabi,Maize
202.93,12.59,142.93,37.97,78.64,7.43,1078.44,Black,Tamil Nadu,Kharif,Sugarcane
61.18,7.24,83.58,31.31,75.33,6.51,621.3,Sandy,Tamil Nadu,Kharif,Coconut
112.24,11.45,112.49,15.31,38.19,7.07,747.77,Sandy,Punjab,Rabi,Wheat
185.6,43.36,234.04,26.71,59.56,7.5,1470.83,Alluvial,Bihar,Zaid,Banana
228.92,17.5,137.21,44.59,66.86,7.08,1158.46,Black,Uttar Pradesh,Kharif,Sugarcane
65.2,5.9,119.88,20.99,56.69,5.57,527.99,Sandy,Punjab,Kharif,Ragi
97.67,13.91,53.31,24.23,86.34,6.92,2333.83,Sandy,Kerala,Rabi,Mustard
97.51,12.11,78.09,29.52,72.63,6.66,2451.8,Sandy,Kerala,Kharif,Coconut
111.06,14.45,101.68,18.18,35.34,7.86,2837.72,Alluvial,Maharashtra,Kharif,Jowar
123.87,13.25,118.3,28.78,84.29,7.9,3123.31,Black,Karnataka,Kharif,Sugarcane
210.46,26.21,180.18,36.11,56.19,7.98,1305.26,Alluvial,Tamil Nadu,Kharif,Sugarcane
206.86,13.77,207.11,14.15,37.01,6.88,1149.12,Red,Madhya Pradesh,Rabi,Wheat
26.1,7.78,94.16,21.53,72.06,7.31,1160.91,Sandy,Bihar,Zaid,Potato
279.37,23.78,145.54,25.73,64.74,7.88,361.24,Clay,Haryana,Rabi,Lentil
87.82,4.52,138.22,23.52,57.14,6.49,1313.02,Red,Odisha,Kharif,Turmeric
105.83,8.71,155.6,33.04,79.89,7.33,1229.22,Black,Tamil Nadu,Zaid,Banana
278.9,29.94,210.37,27.78,50.07,7.99,1190.37,Alluvial,Bihar,Zaid,Banana
89.22,17.49,89.64,16.2,59.67,7.38,809.33,Sandy,Punjab,Zaid,Potato
67.25,7.64,153.63,21.03,65.33,5.94,1668.6,Red,Karnataka,Kharif,Coffee
46.6,7.53,52.06,8.71,53.76,7.41,135.21,Sandy,Rajasthan,Rabi,Barley
212.21,17.31,352.33,23.51,54.89,7.92,2479.03,Black,Karnataka,Kharif,Rice
45.14,11.71,145.49,15.07,83.88,6.05,1793.64,Red,West Bengal,Rabi,Potato
141.39,16.72,77.02,34.41,74.5,5.44,1879.9,Laterite,Kerala,Zaid,Banana
155.79,16.03,125.85,32.52,92.18,7.64,1863.73,Alluvial,Kerala,Kharif,Coconut
269.64,19.49,174.54,16.14,64.12,7.57,1397.76,Alluvial,West Bengal,Rabi,Wheat
66.04,8.99,53.23,20.12,58.43,5.78,856.03,Sandy,Uttar Pradesh,Kharif,Ragi
210.64,14.08,155.39,38.28,28.16,5.82,283.05,Red,Rajasthan,Rabi,Maize
142.21,17.82,132.59,26.13,77.81,8.03,887.23,Black,Andhra Pradesh,Kharif,Sugarcane
320.42,15.71,88.83,35.56,68.44,7.51,438.31,Alluvial,Punjab,Rabi,Jowar
74.72,44.44,261.4,30.65,60.2,7.12,428.64,Alluvial,Haryana,Kharif,Bajra
86.25,23.0,316.07,37.38,47.86,7.84,1389.0,Alluvial,Bihar,Zaid,Banana
189.77,40.66,152.72,36.24,62.66,7.34,1273.49,Alluvial,Odisha,Zaid,Banana
92.56,17.64,79.18,33.12,59.02,6.48,1761.74,Red,Odisha,Zaid,Banana
82.9,5.96,154.13,16.12,44.9,6.36,1208.05,Sandy,Bihar,Rabi,Potato
64.49,12.86,149.37,16.41,37.98,8.26,1195.75,Saline,Gujarat,Zaid,Banana
93.27,18.84,116.3,33.1,91.22,6.03,1885.51,Red,Assam,Zaid,Banana
118.5,12.36,178.45,15.49,26.63,9.02,393.22,Saline,Rajasthan,Kharif,Bajra
50.84,7.87,142.13,32.67,78.88,8.32,1126.7,Saline,Gujarat,Rabi,Tobacco
92.5,11.04,44.7,19.1,47.8,5.89,731.21,Sandy,Rajasthan,Rabi,Potato
112.12,25.35,127.48,19.86,81.91,6.52,1998.33,Alluvial,Maharashtra,Kharif,Rice
129.1,2.16,97.62,14.34,91.52,5.3,1842.81,Laterite,Assam,Rabi,Potato
89.96,13.32,61.13,18.84,75.86,5.72,1457.32,Red,Odisha,Kharif,Turmeric
158.82,23.38,212.1,35.61,83.64,7.42,611.17,Black,Andhra Pradesh,Kharif,Sugarcane
192.05,17.29,102.53,31.8,69.59,7.96,1783.56,Alluvial,Odisha,Zaid,Banana
32.44,13.1,44.5,29.7,62.23,6.0,1311.73,Laterite,Odisha,Zaid,Banana
58.81,11.98,79.42,32.76,80.18,5.22,775.07,Laterite,Tamil Nadu,Rabi,Groundnut
85.73,14.05,78.61,23.93,87.11,6.08,2134.75,Red,Assam,Rabi,Potato
240.14,39.01,63.89,20.95,60.88,7.32,2236.95,Alluvial,West Bengal,Zaid,Potato
258.62,27.71,109.62,40.67,36.75,6.71,168.3,Alluvial,Rajasthan,Kharif,Bajra
126.93,5.61,192.22,21.88,57.33,6.32,1656.92,Laterite,West Bengal,Zaid,Potato
380.43,21.25,118.23,17.39,68.11,7.85,1201.21,Alluvial,Bihar,Zaid,Potato
60.51,5.79,70.19,31.77,65.61,5.78,1375.77,Laterite,West Bengal,Rabi,Tobacco
176.56,8.14,230.96,21.2,59.0,7.77,995.14,Black,Telangana,Rabi,Maize
216.59,11.01,236.98,36.2,46.28,6.56,692.51,Red,Karnataka,Kharif,Jowar
114.33,14.51,80.11,12.16,91.47,5.7,1598.93,Laterite,Assam,Kharif,Tea
93.36,6.3,76.14,32.95,59.2,6.63,454.89,Sandy,Rajasthan,Kharif,Bajra
79.85,5.58,164.72,29.14,77.23,5.46,2255.76,Laterite,Assam,Rabi,Potato
201.27,12.89,219.44,28.7,72.13,6.58,1675.22,Alluvial,Assam,Kharif,Sugarcane
258.14,17.33,263.78,12.76,55.37,7.59,1487.63,Alluvial,Bihar,Zaid,Potato
189.77,7.99,35.0,32.73,58.73,5.73,963.31,Laterite,Andhra Pradesh,Kharif,Tobacco
120.21,27.72,116.96,23.89,36.31,5.75,1490.63,Red,Madhya Pradesh,Kharif,Turmeric
38.92,9.7,136.94,38.31,83.74,6.35,1444.18,Laterite,Odisha,Rabi,Groundnut
143.02,12.61,42.3,40.53,70.29,5.12,816.87,Laterite,Madhya Pradesh,Rabi,Potato
157.16,17.85,187.12,7.35,60.53,7.59,501.92,Alluvial,Punjab,Rabi,Wheat
207.99,22.02,192.45,31.59,53.69,6.32,1103.42,Clay,Uttar Pradesh,Zaid,Banana
89.21,31.61,137.5,11.84,51.19,7.75,1030.02,Alluvial,Bihar,Rabi,Maize
110.1,10.47,55.38,34.26,89.18,6.24,1293.27,Red,Odisha,Rabi,Groundnut
179.85,14.9,267.34,39.22,87.41,7.76,2266.54,Alluvial,West Bengal,Kharif,Jute
119.28,9.97,119.02,18.96,64.43,6.41,1448.07,Sandy,West Bengal,Rabi,Potato
62.97,22.56,75.63,28.45,72.52,5.73,2542.8,Laterite,Maharashtra,Kharif,Coconut
107.84,40.15,77.46,40.8,43.15,7.81,1365.23,Clay,Bihar,Zaid,Banana
292.71,19.46,242.09,35.78,47.39,7.58,672.51,Black,Uttar Pradesh,Rabi,Jowar
296.9,24.79,233.51,37.83,63.27,7.02,741.59,Alluvial,Tamil Nadu,Rabi,Jowar
27.34,14.32,23.9,25.57,89.81,5.7,3589.74,Sandy,Kerala,Kharif,Coconut
139.8,4.91,138.78,28.89,45.53,5.61,2798.28,Red,Karnataka,Kharif,Rubber
126.61,11.72,274.68,29.72,65.56,6.49,1165.9,Red,Andhra Pradesh,Zaid,Banana
211.65,7.37,248.27,26.72,31.42,7.61,640.97,Alluvial,Uttar Pradesh,Kharif,Jowar
298.97,49.33,112.3,13.94,49.2,6.83,685.44,Alluvial,Punjab,Kharif,Cotton
295.53,34.39,148.63,39.34,68.3,7.15,1257.64,Alluvial,Odisha,Rabi,Groundnut
286.31,41.29,290.1,30.52,41.41,6.94,721.38,Alluvial,Telangana,Rabi,Chilli
200.59,11.74,134.85,16.81,56.21,5.62,1438.55,Red,Madhya Pradesh,Rabi,Potato
144.81,7.21,109.46,24.42,65.9,5.68,324.7,Sandy,Haryana,Kharif,Ragi
265.78,18.91,285.72,19.43,59.99,7.25,1381.34,Alluvial,Odisha,Zaid,Banana
45.1,17.24,59.42,36.02,74.89,6.31,767.12,Laterite,Andhra Pradesh,Kharif,Tobacco
110.4,9.81,378.77,15.56,56.92,8.11,1551.76,Black,Maharashtra,Kharif,Sugarcane
34.78,7.22,105.39,27.21,76.9,5.16,1696.13,Laterite,Kerala,Zaid,Banana
137.65,18.66,85.45,11.99,74.72,6.43,1205.11,Laterite,Madhya Pradesh,Zaid,Banana
18.25,7.44,44.34,39.54,79.97,6.39,1257.15,Sandy,Tamil Nadu,Zaid,Banana
40.86,4.6,74.46,44.13,60.69,6.25,802.93,Sandy,Punjab,Rabi,Potato
67.59,8.15,130.38,32.96,51.42,7.16,798.94,Sandy,Uttar Pradesh,Kharif,Sesame
83.08,6.99,37.37,10.94,64.52,5.52,1049.25,Sandy,Uttar Pradesh,Zaid,Potato
50.39,6.31,55.69,4.35,32.55,6.24,833.14,Sandy,Punjab,Kharif,Groundnut
62.96,5.43,106.24,37.87,49.49,7.45,1350.64,Sandy,Gujarat,Rabi,Barley
87.38,16.36,100.9,16.92,35.53,5.88,1153.21,Laterite,Maharashtra,Zaid,Potato
291.65,14.76,125.13,13.32,49.34,7.15,655.52,Alluvial,Uttar Pradesh,Zaid,Potato
206.19,18.87,73.52,39.42,33.27,7.95,1008.94,Clay,Uttar Pradesh,Zaid,Banana
37.8,5.11,63.35,10.28,69.64,5.07,1329.13,Laterite,Madhya Pradesh,Rabi,Wheat
255.37,18.87,219.11,39.51,51.96,6.49,1398.9,Clay,Bihar,Kharif,Rice
223.66,16.49,112.43,27.35,67.73,7.69,1176.28,Alluvial,Tamil Nadu,Zaid,Banana
370.88,21.35,154.23,26.26,72.1,7.91,2248.84,Alluvial,Assam,Zaid,Banana
180.33,19.24,73.0,34.4,85.08,6.86,1759.99,Alluvial,Assam,Rabi,Tobacco
228.1,35.44,170.75,4.83,59.97,6.56,730.92,Clay,Punjab,Rabi,Wheat
46.25,12.84,100.26,25.12,79.04,7.31,1614.5,Sandy,West Bengal,Zaid,Banana
136.26,7.28,119.86,20.49,63.46,6.56,1261.85,Red,Karnataka,Zaid,Potato
169.21,17.38,176.31,25.23,48.01,6.85,622.24,Alluvial,Haryana,Rabi,Wheat
88.39,20.86,60.47,12.24,75.93,6.6,2392.91,Red,West Bengal,Zaid,Potato
80.59,10.94,103.07,25.72,83.65,5.13,813.85,Laterite,Karnataka,Kharif,Coffee
82.1,6.96,79.19,29.62,60.21,7.05,709.66,Sandy,Punjab,Rabi,Maize
88.8,7.3,54.08,32.79,80.6,5.17,1359.79,Laterite,Odisha,Rabi,Groundnut
93.44,2.99,115.52,24.22,59.89,8.4,456.64,Saline,Rajasthan,Zaid,Banana
117.87,16.73,163.67,28.01,60.59,8.47,1099.18,Black,Telangana,Rabi,Maize
136.76,7.58,71.93,13.73,59.07,5.9,1330.08,Sandy,Bihar,Rabi,Potato
113.76,7.47,196.87,30.68,65.59,5.1,708.74,Laterite,Telangana,Kharif,Ragi
191.15,40.38,165.94,13.91,44.17,7.05,1010.34,Alluvial,Bihar,Zaid,Potato
319.74,18.49,113.19,2.85,43.67,6.65,452.74,Clay,Punjab,Kharif,Rice
57.1,5.6,56.54,24.56,70.53,5.99,1392.4,Laterite,Odisha,Rabi,Groundnut
78.15,4.59,59.49,21.7,47.28,9.02,564.73,Saline,Rajasthan,Kharif,Maize
148.71,14.72,281.76,35.36,38.96,7.4,656.39,Clay,Haryana,Zaid,Banana
167.01,15.74,192.02,33.72,36.46,7.89,1399.18,Black,Madhya Pradesh,Kharif,Sugarcane
152.87,8.4,62.04,24.81,55.01,7.28,1030.29,Black,Andhra Pradesh,Kharif,Tobacco
110.53,28.56,163.24,5.78,43.99,8.14,1117.07,Black,Uttar Pradesh,Zaid,Banana
101.28,21.85,179.56,44.71,69.41,7.86,698.07,Alluvial,Haryana,Kharif,Cotton
183.34,12.59,223.69,15.01,32.84,7.18,360.57,Alluvial,Haryana,Kharif,Bajra
121.79,16.21,205.05,35.07,71.38,7.19,742.47,Black,Andhra Pradesh,Rabi,Chilli
138.63,9.48,164.72,19.93,77.31,6.26,1883.77,Laterite,Assam,Kharif,Tea
236.97,24.99,147.02,29.95,78.89,7.51,1324.65,Alluvial,Maharashtra,Zaid,Banana
147.16,9.62,150.35,32.24,72.85,6.37,1438.25,Red,West Bengal,Rabi,Chilli
152.91,48.85,115.8,26.7,58.76,6.51,1279.59,Alluvial,Tamil Nadu,Rabi,Groundnut
52.5,11.36,94.54,26.88,56.4,5.04,1236.38,Laterite,Tamil Nadu,Rabi,Groundnut
136.91,23.59,162.02,13.95,73.0,6.14,2357.56,Red,Assam,Kharif,Banana
116.84,12.79,143.73,31.92,57.48,5.03,1402.79,Laterite,Madhya Pradesh,Rabi,Wheat
214.97,41.07,182.57,21.65,33.25,7.23,1473.81,Alluvial,Gujarat,Rabi,Wheat
70.31,11.65,32.26,23.65,73.18,6.98,1006.2,Red,Telangana,Kharif,Maize
85.76,16.76,165.16,35.37,48.78,6.18,1149.22,Clay,Uttar Pradesh,Zaid,Banana
137.0,8.68,206.31,26.27,88.67,6.43,2640.45,Red,Assam,Zaid,Banana
157.72,14.06,303.85,32.25,67.29,7.31,2884.6,Alluvial,Maharashtra,Kharif,Sugarcane
107.69,13.36,166.02,27.8,93.25,5.03,3820.37,Laterite,Kerala,Kharif,Rubber
224.63,23.69,147.9,25.61,54.65,7.06,1112.69,Alluvial,Gujarat,Zaid,Banana
39.64,8.61,67.69,23.93,37.29,7.22,380.97,Sandy,Gujarat,Rabi,Gram
153.97,16.34,268.34,3.02,35.81,6.62,645.48,Clay,Punjab,Kharif,Sugarcane
324.93,8.42,234.09,39.63,35.37,7.47,1566.73,Alluvial,Maharashtra,Zaid,Banana
128.64,11.92,79.8,28.85,84.12,5.16,1163.69,Laterite,Tamil Nadu,Kharif,Coconut
69.43,7.27,32.12,16.82,69.69,6.96,1537.61,Sandy,West Bengal,Zaid,Potato
123.08,12.77,194.63,24.2,53.89,6.82,386.22,Alluvial,Gujarat,Zaid,Banana
131.87,24.97,159.86,26.48,53.61,6.83,1552.24,Alluvial,Karnataka,Zaid,Banana
134.84,13.47,168.25,35.53,82.73,6.16,1377.64,Clay,Bihar,Rabi,Wheat
291.72,28.67,310.66,33.8,37.44,7.07,981.06,Alluvial,Uttar Pradesh,Kharif,Sugarcane
68.41,8.76,88.1,32.97,77.66,5.49,2065.55,Laterite,Assam,Kharif,Tea
240.21,6.63,74.52,35.95,43.97,6.15,1035.83,Red,Telangana,Kharif,Cotton
68.27,8.49,28.35,24.66,63.16,5.61,975.01,Sandy,Tamil Nadu,Kharif,Ragi
120.37,34.93,224.06,17.18,58.79,6.55,470.4,Clay,Punjab,Kharif,Sugarcane
125.38,42.47,117.18,15.21,84.9,7.24,1264.44,Alluvial,Odisha,Zaid,Banana
145.07,15.51,98.72,35.02,75.25,7.1,708.41,Black,Tamil Nadu,Kharif,Sugarcane
76.29,10.12,172.15,35.73,55.27,6.05,2178.45,Red,Maharashtra,Rabi,Jowar
200.69,30.64,222.11,11.63,32.99,6.71,740.55,Clay,Haryana,Kharif,Sugarcane
35.41,4.55,140.14,28.31,74.97,6.23,2456.95,Laterite,Kerala,Zaid,Banana
311.25,11.18,158.97,41.97,83.34,6.83,1512.27,Alluvial,Bihar,Zaid,Banana
65.35,10.33,140.81,38.09,46.4,5.64,954.58,Sandy,Uttar Pradesh,Kharif,Ragi
132.22,7.84,145.74,34.41,56.48,6.05,630.75,Laterite,Andhra Pradesh,Kharif,Chilli
263.12,27.27,360.56,19.8,75.05,7.46,1780.5,Black,Karnataka,Zaid,Banana
192.28,20.63,133.34,15.18,46.44,7.36,976.21,Alluvial,Madhya Pradesh,Kharif,Cotton
109.75,6.18,165.32,22.12,83.26,6.46,3340.32,Red,Karnataka,Kharif,Coffee
248.04,27.68,174.73,40.68,46.4,6.54,1044.97,Alluvial,Bihar,Kharif,Rice
105.75,13.14,127.34,28.9,83.54,6.67,924.84,Red,Andhra Pradesh,Kharif,Chilli
101.36,14.6,82.88,30.65,79.66,6.54,1716.31,Red,Assam,Rabi,Chilli
174.36,33.06,210.35,34.34,82.46,6.94,1290.4,Alluvial,Bihar,Zaid,Banana
102.03,23.3,122.29,33.32,79.76,6.87,1610.26,Red,Odisha,Kharif,Turmeric
112.62,8.48,92.29,17.94,31.98,5.5,925.14,Laterite,Madhya Pradesh,Zaid,Potato
269.76,14.53,173.87,30.76,54.37,6.84,793.58,Alluvial,Karnataka,Zaid,Banana
54.2,19.46,112.23,38.52,48.91,6.72,1808.26,Red,Maharashtra,Kharif,Cotton
189.42,24.47,220.22,36.04,63.1,7.61,1186.73,Alluvial,Madhya Pradesh,Zaid,Banana
254.27,39.22,187.6,29.11,76.35,6.58,2403.97,Alluvial,Kerala,Kharif,Rice
162.19,18.06,174.03,33.32,32.96,7.24,433.38,Clay,Punjab,Rabi,Wheat
212.86,7.88,115.5,27.03,86.99,5.84,2574.31,Red,Kerala,Zaid,Banana
69.81,15.11,210.08,41.76,73.04,6.05,644.85,Clay,Uttar Pradesh,Rabi,Wheat
146.74,5.61,42.43,20.59,76.62,7.37,1062.25,Sandy,Bihar,Zaid,Potato
205.16,22.57,181.58,25.61,44.59,6.26,428.33,Clay,Haryana,Kharif,Sugarcane
76.49,21.48,80.05,25.89,77.12,6.09,1159.9,Clay,Bihar,Rabi,Maize
44.86,7.9,40.58,40.19,40.33,6.97,750.86,Sandy,Uttar Pradesh,Kharif,Sesame
88.96,18.11,169.58,35.47,51.65,6.29,722.6,Clay,Punjab,Zaid,Potato
36.47,14.0,121.92,9.99,59.51,7.32,1133.84,Sandy,Uttar Pradesh,Kharif,Ragi
67.45,9.26,130.47,26.41,76.25,6.29,1064.42,Laterite,Andhra Pradesh,Kharif,Ragi
195.57,20.66,126.86,31.98,68.89,8.39,1602.99,Black,Odisha,Kharif,Sugarcane
28.84,14.34,83.71,26.12,52.62,5.24,1413.18,Laterite,Karnataka,Kharif,Coffee
75.03,14.99,121.03,31.6,70.36,6.21,1005.22,Laterite,Andhra Pradesh,Rabi,Tobacco
75.47,19.38,42.36,29.52,66.99,5.48,1410.15,Laterite,Odisha,Zaid,Banana
111.54,24.6,129.85,23.63,87.16,7.25,1676.31,Black,Odisha,Zaid,Banana
112.24,5.23,22.77,35.33,73.07,6.4,3756.81,Sandy,Kerala,Rabi,Potato
169.85,39.02,128.04,32.02,72.13,6.86,2863.25,Alluvial,Kerala,Rabi,Chilli
70.56,29.61,294.17,35.44,15.55,6.87,790.31,Alluvial,Rajasthan,Zaid,Potato
123.99,32.76,388.81,35.78,65.41,7.75,1102.86,Black,Andhra Pradesh,Rabi,Chilli
313.29,9.59,336.53,35.59,43.76,7.85,961.31,Black,Telangana,Zaid,Banana
150.7,5.75,157.19,33.16,46.05,6.18,791.58,Laterite,Telangana,Zaid,Potato
335.62,15.53,267.05,30.48,88.65,7.51,1596.33,Alluvial,Kerala,Zaid,Banana
227.88,24.44,66.02,22.63,75.79,7.38,779.15,Alluvial,Telangana,Kharif,Chilli
119.8,29.66,104.85,38.91,38.32,7.59,1046.46,Alluvial,Uttar Pradesh,Rabi,Gram
107.99,17.77,61.65,7.77,63.21,6.92,642.46,Sandy,Punjab,Kharif,Maize
191.01,5.51,59.02,33.54,83.16,5.83,2431.5,Laterite,Assam,Zaid,Banana
256.96,16.12,146.98,14.83,57.03,6.67,1337.17,Alluvial,Bihar,Rabi,Lentil
204.4,12.57,174.32,24.64,76.32,7.96,1054.43,Black,Andhra Pradesh,Rabi,Chilli
80.9,16.26,126.13,34.36,58.41,6.9,2316.61,Red,West Bengal,Rabi,Chilli
198.68,19.72,157.69,23.61,59.58,7.43,431.11,Alluvial,Haryana,Zaid,Potato
126.36,23.11,271.6,15.4,60.12,7.66,1009.03,Alluvial,Gujarat,Kharif,Cotton
87.49,11.55,84.28,40.65,44.13,5.52,1349.19,Laterite,Madhya Pradesh,Rabi,Wheat
139.36,6.95,183.52,32.7,75.61,5.91,3749.47,Laterite,Kerala,Rabi,Chilli
153.0,27.67,181.17,11.21,78.43,6.81,2213.97,Alluvial,West Bengal,Kharif,Jute
101.12,15.23,160.72,13.69,64.92,6.38,2374.29,Laterite,West Bengal,Kharif,Tea
69.42,5.54,205.53,25.59,72.6,5.11,1580.29,Laterite,Assam,Kharif,Tea
94.27,21.86,200.88,36.75,71.41,6.71,1604.06,Red,Odisha,Kharif,Turmeric
46.81,13.54,43.38,26.62,76.13,6.13,719.32,Laterite,Andhra Pradesh,Rabi,Chilli
148.94,41.07,318.09,44.13,48.6,7.87,543.47,Clay,Punjab,Zaid,Potato
200.8,36.44,173.71,17.99,44.65,7.68,1409.08,Alluvial,Bihar,Zaid,Potato
57.53,8.63,40.59,34.76,42.69,7.2,578.23,Sandy,Punjab,Zaid,Potato
152.84,9.92,178.63,32.6,44.54,6.69,382.09,Alluvial,Gujarat,Zaid,Banana
249.34,33.38,139.82,24.6,47.31,7.26,922.31,Alluvial,Madhya Pradesh,Zaid,Banana
35.61,5.49,73.3,7.72,49.95,8.1,399.27,Saline,Rajasthan,Rabi,Gram
194.63,29.15,136.45,16.74,41.78,7.89,1589.33,Alluvial,Bihar,Rabi,Lentil
170.82,18.83,248.6,38.69,49.63,8.28,605.0,Black,Gujarat,Rabi,Wheat
44.15,10.4,89.55,33.11,74.04,6.13,803.61,Laterite,Andhra Pradesh,Rabi,Tobacco
98.08,7.23,216.98,27.36,52.82,8.9,231.91,Saline,Rajasthan,Kharif,Bajra
67.29,46.46,162.08,40.89,78.75,7.06,636.82,Alluvial,Uttar Pradesh,Rabi,Wheat
190.97,12.91,399.15,41.51,69.79,7.53,1429.24,Black,Gujarat,Zaid,Banana
220.13,20.74,107.27,16.25,82.64,6.62,1584.53,Red,Odisha,Zaid,Banana
270.4,21.51,140.66,23.93,81.66,7.26,3037.48,Alluvial,Karnataka,Zaid,Banana
101.77,13.85,128.29,19.8,63.42,5.91,966.23,Red,Telangana,Rabi,Maize
40.28,5.91,81.08,30.71,75.67,6.77,3169.69,Sandy,Kerala,Rabi,Groundnut
50.45,22.58,133.72,35.33,66.47,6.71,1246.21,Red,Madhya Pradesh,Zaid,Banana
105.98,8.92,48.75,39.43,61.11,5.67,361.46,Sandy,Haryana,Zaid,Potato
62.15,7.29,88.28,22.38,82.75,5.05,2164.86,Laterite,Kerala,Kharif,Tea
41.23,10.91,58.32,28.93,89.32,6.31,2347.45,Sandy,West Bengal,Zaid,Potato
112.33,33.88,100.68,18.56,42.0,7.69,1026.14,Alluvial,Uttar Pradesh,Kharif,Sugarcane
265.86,16.28,171.39,25.91,71.89,6.74,1799.82,Alluvial,Odisha,Kharif,Sugarcane
211.37,19.53,97.39,33.19,65.22,7.35,731.88,Clay,Punjab,Zaid,Banana
78.72,10.31,209.2,30.63,70.67,5.78,1113.73,Red,Tamil Nadu,Rabi,Maize
152.53,7.96,80.88,28.13,72.02,5.72,1036.97,Red,Andhra Pradesh,Rabi,Tobacco
65.78,24.23,176.32,20.64,65.34,6.3,1289.34,Red,Tamil Nadu,Zaid,Banana
213.99,38.86,146.88,26.34,65.86,7.63,635.92,Alluvial,Andhra Pradesh,Zaid,Potato
68.25,12.1,134.07,30.28,79.32,7.82,1086.44,Black,Telangana,Kharif,Sugarcane
146.92,20.6,147.9,25.24,73.65,7.01,678.77,Black,Tamil Nadu,Kharif,Sugarcane
256.11,10.52,92.69,22.36,74.52,7.46,1649.36,Alluvial,Assam,Rabi,Potato
82.08,9.54,55.06,20.13,78.34,5.74,1088.89,Red,Tamil Nadu,Rabi,Maize
70.9,15.13,306.19,14.97,34.48,7.29,819.36,Clay,Uttar Pradesh,Zaid,Banana
143.62,14.01,131.26,26.34,76.46,7.46,1576.02,Alluvial,Assam,Rabi,Maize
209.91,5.41,97.32,2.09,46.31,6.74,559.02,Clay,Punjab,Zaid,Potato
79.29,8.45,94.34,34.04,80.42,6.96,1606.56,Sandy,West Bengal,Kharif,Coconut
188.34,34.63,243.45,37.9,43.94,7.14,788.95,Alluvial,Haryana,Kharif,Cotton
49.48,12.41,170.32,35.09,49.3,6.64,857.55,Sandy,Uttar Pradesh,Kharif,Sesame
218.24,17.95,171.94,15.14,81.56,6.85,1957.98,Alluvial,Assam,Rabi,Potato
93.21,3.52,122.96,9.58,73.29,7.48,491.83,Sandy,Haryana,Zaid,Potato
93.84,14.89,200.49,21.83,63.89,6.32,1476.88,Red,Madhya Pradesh,Rabi,Chilli
131.24,11.01,84.24,35.53,61.65,7.77,772.54,Alluvial,Haryana,Kharif,Cotton
80.82,15.56,99.98,35.2,69.98,6.28,1942.91,Red,Karnataka,Zaid,Banana
214.19,13.55,75.95,22.31,89.72,6.86,1676.69,Alluvial,Odisha,Kharif,Turmeric
209.31,13.98,156.1,26.31,70.01,7.08,900.8,Black,Gujarat,Kharif,Tobacco
285.26,15.05,166.72,25.8,75.82,7.05,852.84,Alluvial,Andhra Pradesh,Kharif,Sugarcane
198.94,9.62,114.19,24.55,64.56,6.8,629.68,Red,Karnataka,Kharif,Ragi
357.27,12.19,188.86,37.18,71.4,6.84,440.69,Alluvial,Punjab,Rabi,Jowar
314.38,19.37,166.63,36.6,30.63,7.69,481.99,Alluvial,Gujarat,Rabi,Jowar
